File,Line,Index,Context
wiki/Exploratorium_(film).html,94,341,s/thumb/8/88/P_Science.png/80px-P_Sci
wiki/Exploratorium_(film).html,94,360,"nce.png/80px-P_Science.png 2x"" data-f"
wiki/Exploratorium_(film).html,157,1044,"ilms_about_science"" title=""Category:D"
wiki/Exploratorium_(film).html,157,1093,"ilms about science"">Documentary films"
wiki/Exploratorium_(film).html,157,1126,ilms about science</a></li><li><a hre
wiki/Exploratorium_(film).html,157,1473,i/Category:Science_documentary_film_s
wiki/Exploratorium_(film).html,157,1521,"=""Category:Science documentary film s"
wiki/Exploratorium_(film).html,157,1553,"ilm stubs"">Science documentary film s"
wiki/Amborella.html,251,241,he US National Science Foundation beg
wiki/Amborella.html,341,331,"ef=""http://www.sciencedirect.com/scie"
wiki/Amborella.html,341,349,encedirect.com/science/book/978012374
wiki/Amborella.html,341,681,tp%3A%2F%2Fwww.sciencedirect.com%2Fsc
wiki/Amborella.html,341,701,cedirect.com%2Fscience%2Fbook%2F97801
wiki/Amborella.html,342,309,urnals/pacific_science/v055/55.3carlq
wiki/Amborella.html,342,548,n>. <i>Pacific Science</i>. <b>55</b>
wiki/Amborella.html,342,1296,nals%2Fpacific_science%2Fv055%2F55.3c
wiki/Amborella.html,342,1418,jtitle=Pacific+Science&amp;rft.pages=
wiki/Amborella.html,345,574,urnal of Plant Sciences</i>. <b>165</
wiki/Amborella.html,345,1214,urnal+of+Plant+Sciences&amp;rft.pages
wiki/Amborella.html,347,353,urnal of Plant Sciences</i>. Current 
wiki/Amborella.html,347,1071,urnal+of+Plant+Sciences&amp;rft.pages
wiki/Amborella.html,362,464,"rella</i>"". <i>Science</i>. <b>342</b"
wiki/Amborella.html,362,660,".org/10.1126%2Fscience.1246275"">10.11"
wiki/Amborella.html,362,685,"46275"">10.1126/science.1246275</a>. <"
wiki/Amborella.html,362,1524,oi%2F10.1126%2Fscience.1246275&amp;rf
wiki/Amborella.html,362,1608,amp;rft.jtitle=Science&amp;rft.pages=
wiki/Amborella.html,369,206,urnal of Plant Science</i>. 161(suppl
wiki/Amborella.html,369,827,urnal+of+Plant+Science&amp;rft.pages=
wiki/Amborella.html,383,179,tery (National Science Foundation)</a
wiki/Kenny_Cordray.html,86,235,RDRAY AND BLUE SCIENCE and recorded a
wiki/Kenny_Cordray.html,86,275, entitled BLUE SCIENCE.</p>
wiki/Rally_for_Democracy_and_Progress_(Benin).html,155,40,e_of_political_science#Politics_by_re
wiki/Rally_for_Democracy_and_Progress_(Benin).html,155,96,"e of political science"">Other countri"
wiki/Arun_K._Pati.html,6,675,"ian Academy of Sciences"",""1966 births"
wiki/Arun_K._Pati.html,105,340,"ian Academy of Science, Bangalore. He"
wiki/Arun_K._Pati.html,105,426,"nal Academy of Sciences, India in 201"
wiki/Arun_K._Pati.html,105,663,"<a href=""/wiki/Science_(magazine)"" ti"
wiki/Arun_K._Pati.html,105,690,"azine)"" title=""Science (magazine)"">Sc"
wiki/Arun_K._Pati.html,105,710,"ce (magazine)"">Science</a>.<sup id=""c"
wiki/Arun_K._Pati.html,122,181,"f=""https://www.sciencedaily.com/relea"
wiki/Arun_K._Pati.html,122,245,"m"">https://www.sciencedaily.com/relea"
wiki/Arun_K._Pati.html,125,367,"nal_Academy_of_Sciences,_India"" class"
wiki/Arun_K._Pati.html,125,435,"nal Academy of Sciences, India"">The N"
wiki/Arun_K._Pati.html,125,476,"nal Academy of Sciences, India</a>.</"
wiki/Arun_K._Pati.html,125,766,nal+Academy+of+Sciences%2C+India&amp;
wiki/Arun_K._Pati.html,188,885,"Academy_of_Sciences"" title=""Category:"
wiki/Arun_K._Pati.html,188,944,"Academy of Sciences"">Fellows of the I"
wiki/Arun_K._Pati.html,188,987,Academy of Sciences</a></li><li><a hr
wiki/Slade_School_of_Fine_Art.html,124,839,"/wiki/Computer_science"" title=""Comput"
wiki/Slade_School_of_Fine_Art.html,124,864,"itle=""Computer science"">computer scie"
wiki/Slade_School_of_Fine_Art.html,124,882,"ence"">computer science</a>.</p>"
wiki/Slade_School_of_Fine_Art.html,411,21,culty of Brain Sciences
wiki/Slade_School_of_Fine_Art.html,413,66,"y_and_Language_Sciences"" title=""UCL D"
wiki/Slade_School_of_Fine_Art.html,413,123,"y and Language Sciences"">Division of "
wiki/Slade_School_of_Fine_Art.html,413,169,y and Language Sciences</a></small></
wiki/Slade_School_of_Fine_Art.html,417,46,"of_Engineering_Sciences"" title=""UCL F"
wiki/Slade_School_of_Fine_Art.html,417,90,"of Engineering Sciences"">Faculty of E"
wiki/Slade_School_of_Fine_Art.html,417,123,of Engineering Sciences</a>
wiki/Slade_School_of_Fine_Art.html,424,39,"aculty_of_Life_Sciences"" title=""UCL F"
wiki/Slade_School_of_Fine_Art.html,424,76,"aculty of Life Sciences"">Faculty of L"
wiki/Slade_School_of_Fine_Art.html,424,102,aculty of Life Sciences</a>
wiki/Slade_School_of_Fine_Art.html,429,60,"l_and_Physical_Sciences"" title=""UCL F"
wiki/Slade_School_of_Fine_Art.html,429,118,"l and Physical Sciences"">Faculty of M"
wiki/Slade_School_of_Fine_Art.html,429,165,l and Physical Sciences</a></li>
wiki/Slade_School_of_Fine_Art.html,430,23,lty of Medical Sciences
wiki/Slade_School_of_Fine_Art.html,435,33,ulation Health Sciences</li>
wiki/Slade_School_of_Fine_Art.html,436,56,"and_Historical_Sciences"" title=""UCL F"
wiki/Slade_School_of_Fine_Art.html,436,110,"and Historical Sciences"">Faculty of S"
wiki/Slade_School_of_Fine_Art.html,436,153,and Historical Sciences</a>
wiki/Slade_School_of_Fine_Art.html,442,28,"/wiki/UCL_Neuroscience"" title=""UCL Ne"
wiki/Slade_School_of_Fine_Art.html,442,53,"itle=""UCL Neuroscience"">Neuroscience<"
wiki/Slade_School_of_Fine_Art.html,442,67,"oscience"">Neuroscience</a></li>"
wiki/Slade_School_of_Fine_Art.html,462,33,/Department_of_Science_and_Technology
wiki/Slade_School_of_Fine_Art.html,462,106,"""Department of Science and Technology"
wiki/Slade_School_of_Fine_Art.html,462,152,>Department of Science and Technology
wiki/Slade_School_of_Fine_Art.html,463,33,"/Mullard_Space_Science_Laboratory"" ti"
wiki/Slade_School_of_Fine_Art.html,463,74,"""Mullard Space Science Laboratory"">De"
wiki/Slade_School_of_Fine_Art.html,491,110,rity and Crime Science</a></li>
wiki/Section_20_of_the_Canadian_Charter_of_Rights_and_Freedoms.html,190,388,"l of Political Science</i>, vol. 22, "
wiki/Nickel(II)_hydroxide.html,300,285," vehicles"". <i>Science</i>. <b>260</b"
wiki/Nickel(II)_hydroxide.html,300,479,".org/10.1126%2Fscience.260.5105.176"">"
wiki/Nickel(II)_hydroxide.html,300,509,"5.176"">10.1126/science.260.5105.176</"
wiki/Nickel(II)_hydroxide.html,300,1057,oi%2F10.1126%2Fscience.260.5105.176&a
wiki/Nickel(II)_hydroxide.html,300,1146,amp;rft.jtitle=Science&amp;rft.pages=
wiki/Uruguayan_constitutional_referendum_2014.html,212,40,e_of_political_science#Politics_by_re
wiki/Uruguayan_constitutional_referendum_2014.html,212,96,"e of political science"">Other countri"
wiki/Macroglossum_pseudoluteata.html,102,340,"g a Taxonomic eScience - Sphingidae""<"
wiki/Macroglossum_pseudoluteata.html,102,796,g+a+Taxonomic+eScience+-+Sphingidae&a
wiki/Antibiotic_use_in_livestock.html,103,744,technology and science allowed for ma
wiki/Antibiotic_use_in_livestock.html,302,531, by Centre for Science and Environmen
wiki/Antibiotic_use_in_livestock.html,348,273,rnal of Animal Science 85 (2): 117-13
wiki/Antibiotic_use_in_livestock.html,350,347,ational/health-science/fda-finalizes-
wiki/Antibiotic_use_in_livestock.html,350,962,ional%2Fhealth-science%2Ffda-finalize
wiki/Antibiotic_use_in_livestock.html,367,299," of China"". <i>Science of the Total E"
wiki/Antibiotic_use_in_livestock.html,367,1244,amp;rft.jtitle=Science+of+the+Total+E
wiki/Antibiotic_use_in_livestock.html,376,262,heguardian.com/science/2012/sep/19/sc
wiki/Antibiotic_use_in_livestock.html,376,865,guardian.com%2Fscience%2F2012%2Fsep%2
wiki/Antibiotic_use_in_livestock.html,401,211,ns. Center for Science in the Public 
wiki/Antibiotic_use_in_livestock.html,425,289,com/2011-11-25/science/30440181_1_ant
wiki/Antibiotic_use_in_livestock.html,425,891,2F2011-11-25%2Fscience%2F30440181_1_a
wiki/Antibiotic_use_in_livestock.html,427,246,"/"">""Centre For Science and Environmen"
wiki/Antibiotic_use_in_livestock.html,427,296, <i>Centre for Science and Environmen
wiki/Antibiotic_use_in_livestock.html,427,575,tle=Centre+For+Science+and+Environmen
wiki/Antibiotic_use_in_livestock.html,427,739,tle=Centre+for+Science+and+Environmen
wiki/Antibiotic_use_in_livestock.html,433,289,ional/programs/scienceshow/antibiotic
wiki/Antibiotic_use_in_livestock.html,433,434," Zealand – The Science Show""</a>. <i>"
wiki/Antibiotic_use_in_livestock.html,433,758,ealand+%93+The+Science+Show&amp;rft.a
wiki/Antibiotic_use_in_livestock.html,433,955,l%2Fprograms%2Fscienceshow%2Fantibiot
wiki/Antibiotic_use_in_livestock.html,434,458,ork Academy of Sciences 1323: 91-100.
wiki/Antibiotic_use_in_livestock.html,435,334,s</a>. Poultry Science 90 (11): 2663-
wiki/Antibiotic_use_in_livestock.html,436,444,on</a> Poultry Science 14: 750-756.</
wiki/Antibiotic_use_in_livestock.html,438,239,"hages. Poultry Science 82(4), 640-647"
wiki/Syngenor.html,6,469," films"",""1990s science fiction horror"
wiki/Syngenor.html,6,509,"lms"",""American science fiction horror"
wiki/Syngenor.html,6,540,"horror films"",""Science fiction horror"
wiki/Syngenor.html,119,176,"<a href=""/wiki/Science_fiction_film"" "
wiki/Syngenor.html,119,205,"n_film"" title=""Science fiction film"">"
wiki/Syngenor.html,119,227," fiction film"">science fiction</a> mo"
wiki/Syngenor.html,160,28,rticle about a science-fiction horror
wiki/Syngenor.html,208,540,gory:1990s_science_fiction_horror_fil
wiki/Syngenor.html,208,592,gory:1990s science fiction horror fil
wiki/Syngenor.html,208,628,"lms"">1990s science fiction horror fil"
wiki/Syngenor.html,208,702,y:American_science_fiction_horror_fil
wiki/Syngenor.html,208,757,y:American science fiction horror fil
wiki/Syngenor.html,208,796,""">American science fiction horror fil"
wiki/Syngenor.html,208,861,i/Category:Science_fiction_horror_fil
wiki/Syngenor.html,208,912,"=""Category:Science fiction horror fil"
wiki/Syngenor.html,208,947,"ilm stubs"">Science fiction horror fil"
wiki/Chestnut_pie.html,107,466,ies and men of science</i></a>. 1858.
wiki/Chestnut_pie.html,107,883,ies+and+men+of+science&amp;rft.date=1
wiki/Vitaly_Bianki.html,89,327,"ian_Academy_of_Sciences"" title=""Russi"
wiki/Vitaly_Bianki.html,89,363,"ian Academy of Sciences"">Russian Acad"
wiki/Vitaly_Bianki.html,89,392,ian Academy of Sciences</a>. His thre
wiki/Vitaly_Bianki.html,89,584,om the Natural Science Department of 
wiki/Wilhelm_Wagenfeld_House.html,228,29,"wiki/Universum_Science_Center"" title="
wiki/Wilhelm_Wagenfeld_House.html,228,62,"tle=""Universum Science Center"">Univer"
wiki/Wilhelm_Wagenfeld_House.html,228,88,"ter"">Universum Science Center</a></li"
wiki/Wilhelm_Wagenfeld_House.html,239,37,"""navbox-group"">Science and<br />"
wiki/City_of_Mandaluyong_Science_High_School.html,4,27,of Mandaluyong Science High School - 
wiki/City_of_Mandaluyong_Science_High_School.html,6,184,"of_Mandaluyong_Science_High_School"","""
wiki/City_of_Mandaluyong_Science_High_School.html,6,236,"of Mandaluyong Science High School"","""
wiki/City_of_Mandaluyong_Science_High_School.html,6,774,"d parameters"",""Science high schools i"
wiki/City_of_Mandaluyong_Science_High_School.html,6,816," Philippines"",""Science high schools i"
wiki/City_of_Mandaluyong_Science_High_School.html,6,1328,"of_Mandaluyong_Science_High_School"","""
wiki/City_of_Mandaluyong_Science_High_School.html,16,102,of_Mandaluyong_Science_High_School_Lo
wiki/City_of_Mandaluyong_Science_High_School.html,17,105,"of_Mandaluyong_Science_High_School""/>"
wiki/City_of_Mandaluyong_Science_High_School.html,18,116,of_Mandaluyong_Science_High_School&am
wiki/City_of_Mandaluyong_Science_High_School.html,19,85,of_Mandaluyong_Science_High_School&am
wiki/City_of_Mandaluyong_Science_High_School.html,25,78,"of_Mandaluyong_Science_High_School""/>"
wiki/City_of_Mandaluyong_Science_High_School.html,29,98,of_Mandaluyong_Science_High_School ro
wiki/City_of_Mandaluyong_Science_High_School.html,29,147,of_Mandaluyong_Science_High_School sk
wiki/City_of_Mandaluyong_Science_High_School.html,37,76,Mandaluyong Science High School</h1>
wiki/City_of_Mandaluyong_Science_High_School.html,50,237,of_Mandaluyong_Science_High_School&am
wiki/City_of_Mandaluyong_Science_High_School.html,50,367,"of_Mandaluyong_Science_High_School"" t"
wiki/City_of_Mandaluyong_Science_High_School.html,50,420,"of Mandaluyong Science High School"">t"
wiki/City_of_Mandaluyong_Science_High_School.html,57,324,of_Mandaluyong_Science_High_School&am
wiki/City_of_Mandaluyong_Science_High_School.html,75,136,of Mandaluyong Science High School</t
wiki/City_of_Mandaluyong_Science_High_School.html,78,82,of_Mandaluyong_Science_High_School_Lo
wiki/City_of_Mandaluyong_Science_High_School.html,78,153,of Mandaluyong Science High School Lo
wiki/City_of_Mandaluyong_Science_High_School.html,78,209,of Mandaluyong Science High School Lo
wiki/City_of_Mandaluyong_Science_High_School.html,78,307,of_Mandaluyong_Science_High_School_Lo
wiki/City_of_Mandaluyong_Science_High_School.html,78,362,of_Mandaluyong_Science_High_School_Lo
wiki/City_of_Mandaluyong_Science_High_School.html,78,492,of_Mandaluyong_Science_High_School_Lo
wiki/City_of_Mandaluyong_Science_High_School.html,78,547,of_Mandaluyong_Science_High_School_Lo
wiki/City_of_Mandaluyong_Science_High_School.html,78,643,of_Mandaluyong_Science_High_School_Lo
wiki/City_of_Mandaluyong_Science_High_School.html,88,135,of Mandaluyong Science High School is
wiki/City_of_Mandaluyong_Science_High_School.html,88,213,of Mandaluyong Science High School is
wiki/City_of_Mandaluyong_Science_High_School.html,90,94,"of Mandaluyong Science High School"" s"
wiki/City_of_Mandaluyong_Science_High_School.html,90,227,"of Mandaluyong Science High School"" w"
wiki/City_of_Mandaluyong_Science_High_School.html,91,166,of Mandaluyong Science High School</s
wiki/City_of_Mandaluyong_Science_High_School.html,106,144,of_Mandaluyong_Science_High_School&am
wiki/City_of_Mandaluyong_Science_High_School.html,106,1009,of_Mandaluyong_Science_High_School&am
wiki/City_of_Mandaluyong_Science_High_School.html,113,159,ngineering_and_Science_Education_Prog
wiki/City_of_Mandaluyong_Science_High_School.html,113,185,cation_Program#Science.2C_Technology.
wiki/City_of_Mandaluyong_Science_High_School.html,113,292,ngineering and Science Education Prog
wiki/City_of_Mandaluyong_Science_High_School.html,113,327,"ogram"">Special Science</a></td>"
wiki/City_of_Mandaluyong_Science_High_School.html,155,3,<i>Science Gazette</i> (E
wiki/City_of_Mandaluyong_Science_High_School.html,158,30,of Mandaluyong Science High School</b
wiki/City_of_Mandaluyong_Science_High_School.html,158,199,"g) is a public science <a href=""/wiki"
wiki/City_of_Mandaluyong_Science_High_School.html,175,179,of_Mandaluyong_Science_High_School&am
wiki/City_of_Mandaluyong_Science_High_School.html,176,27,of Mandaluyong Science High School (C
wiki/City_of_Mandaluyong_Science_High_School.html,176,851, supervisor in science and health who
wiki/City_of_Mandaluyong_Science_High_School.html,177,88,ng the Special Science and Technology
wiki/City_of_Mandaluyong_Science_High_School.html,179,256,nacting that a science high school be
wiki/City_of_Mandaluyong_Science_High_School.html,183,179,of_Mandaluyong_Science_High_School&am
wiki/City_of_Mandaluyong_Science_High_School.html,189,384,of_Mandaluyong_Science_High_School&am
wiki/City_of_Mandaluyong_Science_High_School.html,192,235,of_Mandaluyong_Science_High_School&am
wiki/City_of_Mandaluyong_Science_High_School.html,203,185,of_Mandaluyong_Science_High_School&am
wiki/City_of_Mandaluyong_Science_High_School.html,206,536,of+Mandaluyong+Science+High+School&am
wiki/City_of_Mandaluyong_Science_High_School.html,209,60,"belledby=""20px_Science_high_schools_i"
wiki/City_of_Mandaluyong_Science_High_School.html,215,55,"ate:Philippine_Science_High_Schools"" "
wiki/City_of_Mandaluyong_Science_High_School.html,215,104,"ate:Philippine Science High Schools"">"
wiki/City_of_Mandaluyong_Science_High_School.html,216,60,"alk:Philippine_Science_High_Schools"" "
wiki/City_of_Mandaluyong_Science_High_School.html,216,114,"alk:Philippine Science High Schools"">"
wiki/City_of_Mandaluyong_Science_High_School.html,217,108,ate:Philippine_Science_High_Schools&a
wiki/City_of_Mandaluyong_Science_High_School.html,220,14,"<div id=""20px_Science_high_schools_i"
wiki/City_of_Mandaluyong_Science_High_School.html,220,645,"t=""128"" /></a> Science high schools i"
wiki/City_of_Mandaluyong_Science_High_School.html,227,63,iki/Philippine_Science_High_School_Sy
wiki/City_of_Mandaluyong_Science_High_School.html,227,109,"le=""Philippine Science High School Sy"
wiki/City_of_Mandaluyong_Science_High_School.html,227,148,"em"">Philippine Science<br />"
wiki/City_of_Mandaluyong_Science_High_School.html,232,30,iki/Philippine_Science_High_School_Ma
wiki/City_of_Mandaluyong_Science_High_School.html,232,81,"le=""Philippine Science High School Ma"
wiki/City_of_Mandaluyong_Science_High_School.html,233,30,iki/Philippine_Science_High_School_Il
wiki/City_of_Mandaluyong_Science_High_School.html,233,90,"le=""Philippine Science High School Il"
wiki/City_of_Mandaluyong_Science_High_School.html,234,30,iki/Philippine_Science_High_School_Ca
wiki/City_of_Mandaluyong_Science_High_School.html,234,91,"le=""Philippine Science High School Ca"
wiki/City_of_Mandaluyong_Science_High_School.html,235,30,iki/Philippine_Science_High_School_Co
wiki/City_of_Mandaluyong_Science_High_School.html,235,109,"le=""Philippine Science High School Co"
wiki/City_of_Mandaluyong_Science_High_School.html,236,30,iki/Philippine_Science_High_School_Ce
wiki/City_of_Mandaluyong_Science_High_School.html,236,90,"le=""Philippine Science High School Ce"
wiki/City_of_Mandaluyong_Science_High_School.html,237,30,iki/Philippine_Science_High_School_CA
wiki/City_of_Mandaluyong_Science_High_School.html,237,94,"le=""Philippine Science High School CA"
wiki/City_of_Mandaluyong_Science_High_School.html,238,30,iki/Philippine_Science_High_School_Bi
wiki/City_of_Mandaluyong_Science_High_School.html,238,89,"le=""Philippine Science High School Bi"
wiki/City_of_Mandaluyong_Science_High_School.html,239,30,iki/Philippine_Science_High_School_We
wiki/City_of_Mandaluyong_Science_High_School.html,239,92,"le=""Philippine Science High School We"
wiki/City_of_Mandaluyong_Science_High_School.html,240,30,iki/Philippine_Science_High_School_Ce
wiki/City_of_Mandaluyong_Science_High_School.html,240,92,"le=""Philippine Science High School Ce"
wiki/City_of_Mandaluyong_Science_High_School.html,241,30,iki/Philippine_Science_High_School_Ea
wiki/City_of_Mandaluyong_Science_High_School.html,241,92,"le=""Philippine Science High School Ea"
wiki/City_of_Mandaluyong_Science_High_School.html,242,30,iki/Philippine_Science_High_School_Ce
wiki/City_of_Mandaluyong_Science_High_School.html,242,93,"le=""Philippine Science High School Ce"
wiki/City_of_Mandaluyong_Science_High_School.html,243,30,iki/Philippine_Science_High_School_So
wiki/City_of_Mandaluyong_Science_High_School.html,243,94,"le=""Philippine Science High School So"
wiki/City_of_Mandaluyong_Science_High_School.html,244,30,iki/Philippine_Science_High_School_SO
wiki/City_of_Mandaluyong_Science_High_School.html,244,96,"le=""Philippine Science High School SO"
wiki/City_of_Mandaluyong_Science_High_School.html,245,30,iki/Philippine_Science_High_School_Ca
wiki/City_of_Mandaluyong_Science_High_School.html,245,90,"le=""Philippine Science High School Ca"
wiki/City_of_Mandaluyong_Science_High_School.html,254,61,/wiki/Regional_Science_High_School_Un
wiki/City_of_Mandaluyong_Science_High_School.html,254,104,"itle=""Regional Science High School Un"
wiki/City_of_Mandaluyong_Science_High_School.html,254,140,"nion"">Regional Science<br />"
wiki/City_of_Mandaluyong_Science_High_School.html,260,28,/wiki/Regional_Science_High_School_fo
wiki/City_of_Mandaluyong_Science_High_School.html,260,78,"itle=""Regional Science High School fo"
wiki/City_of_Mandaluyong_Science_High_School.html,261,28,/wiki/Regional_Science_High_School_fo
wiki/City_of_Mandaluyong_Science_High_School.html,261,78,"itle=""Regional Science High School fo"
wiki/City_of_Mandaluyong_Science_High_School.html,262,39,"llera_Regional_Science_High_School"" t"
wiki/City_of_Mandaluyong_Science_High_School.html,262,87,"llera Regional Science High School"">C"
wiki/City_of_Mandaluyong_Science_High_School.html,263,28,/wiki/Regional_Science_High_School_II
wiki/City_of_Mandaluyong_Science_High_School.html,263,69,"itle=""Regional Science High School II"
wiki/City_of_Mandaluyong_Science_High_School.html,264,35,"avite_National_Science_High_School"" t"
wiki/City_of_Mandaluyong_Science_High_School.html,264,79,"avite National Science High School"">I"
wiki/City_of_Mandaluyong_Science_High_School.html,265,37,"AROPA_Regional_Science_High_School"" t"
wiki/City_of_Mandaluyong_Science_High_School.html,265,83,"AROPA Regional Science High School"">I"
wiki/City_of_Mandaluyong_Science_High_School.html,266,34,"Bicol_Regional_Science_High_School"" t"
wiki/City_of_Mandaluyong_Science_High_School.html,266,77,"Bicol Regional Science High School"">V"
wiki/City_of_Mandaluyong_Science_High_School.html,267,31,"ki/Quezon_City_Science_High_School"" t"
wiki/City_of_Mandaluyong_Science_High_School.html,267,71,"e=""Quezon City Science High School"">N"
wiki/City_of_Mandaluyong_Science_High_School.html,269,28,/wiki/Regional_Science_High_School_fo
wiki/City_of_Mandaluyong_Science_High_School.html,269,79,"itle=""Regional Science High School fo"
wiki/City_of_Mandaluyong_Science_High_School.html,270,29,"wiki/Dumaguete_Science_High_School"" t"
wiki/City_of_Mandaluyong_Science_High_School.html,270,67,"tle=""Dumaguete Science High School"">V"
wiki/City_of_Mandaluyong_Science_High_School.html,271,44,"sayas_Regional_Science_High_School"" t"
wiki/City_of_Mandaluyong_Science_High_School.html,271,97,"sayas Regional Science High School"">V"
wiki/City_of_Mandaluyong_Science_High_School.html,273,28,/wiki/Regional_Science_High_School_fo
wiki/City_of_Mandaluyong_Science_High_School.html,273,79,"itle=""Regional Science High School fo"
wiki/City_of_Mandaluyong_Science_High_School.html,274,33,/Gusa_Regional_Science_High_School_-_
wiki/City_of_Mandaluyong_Science_High_School.html,274,79,"""Gusa Regional Science High School - "
wiki/City_of_Mandaluyong_Science_High_School.html,275,43,"ental_Regional_Science_High_School"" t"
wiki/City_of_Mandaluyong_Science_High_School.html,275,95,"ental Regional Science High School"">X"
wiki/City_of_Mandaluyong_Science_High_School.html,276,35,"label_National_Science_High_School"" t"
wiki/City_of_Mandaluyong_Science_High_School.html,276,79,"label National Science High School"">X"
wiki/City_of_Mandaluyong_Science_High_School.html,277,35,"araga_Regional_Science_High_School"" t"
wiki/City_of_Mandaluyong_Science_High_School.html,277,79,"araga Regional Science High School"">X"
wiki/City_of_Mandaluyong_Science_High_School.html,278,33,"/ARMM_Regional_Science_High_School"" t"
wiki/City_of_Mandaluyong_Science_High_School.html,278,75,"""ARMM Regional Science High School"">A"
wiki/City_of_Mandaluyong_Science_High_School.html,287,68,ngineering_and_Science_Education_Prog
wiki/City_of_Mandaluyong_Science_High_School.html,287,118,ngineering and Science Education Prog
wiki/City_of_Mandaluyong_Science_High_School.html,287,161,ngineering and Science<br />
wiki/City_of_Mandaluyong_Science_High_School.html,292,15,<dt>NCR Public Science High Schools</
wiki/City_of_Mandaluyong_Science_High_School.html,293,33,"/Caloocan_City_Science_High_School"" t"
wiki/City_of_Mandaluyong_Science_High_School.html,293,75,"""Caloocan City Science High School"">C"
wiki/City_of_Mandaluyong_Science_High_School.html,294,48,"_City_National_Science_High_School"" t"
wiki/City_of_Mandaluyong_Science_High_School.html,294,100," City National Science High School"">L"
wiki/City_of_Mandaluyong_Science_High_School.html,295,26,"=""/wiki/Makati_Science_High_School"" t"
wiki/City_of_Mandaluyong_Science_High_School.html,295,61," title=""Makati Science High School"">M"
wiki/City_of_Mandaluyong_Science_High_School.html,297,32,i/Raja_Soliman_Science_and_Technology
wiki/City_of_Mandaluyong_Science_High_School.html,297,88,"=""Raja Soliman Science and Technology"
wiki/City_of_Mandaluyong_Science_High_School.html,298,26,"=""/wiki/Manila_Science_High_School"" t"
wiki/City_of_Mandaluyong_Science_High_School.html,298,61," title=""Manila Science High School"">M"
wiki/City_of_Mandaluyong_Science_High_School.html,298,90,"chool"">Manila (Science)</a></dd>"
wiki/City_of_Mandaluyong_Science_High_School.html,299,28,"/wiki/Marikina_Science_High_School"" t"
wiki/City_of_Mandaluyong_Science_High_School.html,299,65,"itle=""Marikina Science High School"">M"
wiki/City_of_Mandaluyong_Science_High_School.html,300,30,"iki/Muntinlupa_Science_High_School"" t"
wiki/City_of_Mandaluyong_Science_High_School.html,300,69,"le=""Muntinlupa Science High School"">M"
wiki/City_of_Mandaluyong_Science_High_School.html,301,34,"Para%C3%B1aque_Science_High_School"" t"
wiki/City_of_Mandaluyong_Science_High_School.html,301,72,"tle=""Parañaque Science High School"">P"
wiki/City_of_Mandaluyong_Science_High_School.html,302,43,tle=Pasay_City_Science_High_School&am
wiki/City_of_Mandaluyong_Science_High_School.html,302,124,"le=""Pasay City Science High School (p"
wiki/City_of_Mandaluyong_Science_High_School.html,303,30,"iki/Pasig_City_Science_High_School"" t"
wiki/City_of_Mandaluyong_Science_High_School.html,303,69,"le=""Pasig City Science High School"">P"
wiki/City_of_Mandaluyong_Science_High_School.html,304,43,ndro_Roces_Sr._Science-Technology_Hig
wiki/City_of_Mandaluyong_Science_High_School.html,304,106,ndro Roces Sr. Science-Technology Hig
wiki/City_of_Mandaluyong_Science_High_School.html,305,31,"ki/Quezon_City_Science_High_School"" t"
wiki/City_of_Mandaluyong_Science_High_School.html,305,71,"e=""Quezon City Science High School"">Q"
wiki/City_of_Mandaluyong_Science_High_School.html,305,105,""">Quezon City (Science)</a></dd>"
wiki/City_of_Mandaluyong_Science_High_School.html,306,41,_Rene_Cayetano_Science_and_Technology
wiki/City_of_Mandaluyong_Science_High_School.html,306,106, Rene Cayetano Science and Technology
wiki/City_of_Mandaluyong_Science_High_School.html,307,26,"=""/wiki/Taguig_Science_High_School"" t"
wiki/City_of_Mandaluyong_Science_High_School.html,307,61," title=""Taguig Science High School"">T"
wiki/City_of_Mandaluyong_Science_High_School.html,307,90,"chool"">Taguig (Science)</a></dd>"
wiki/City_of_Mandaluyong_Science_High_School.html,308,61,"athematics_and_Science"" title=""Valenz"
wiki/City_of_Mandaluyong_Science_High_School.html,308,119,"athematics and Science"">Valenzuela</a"
wiki/City_of_Mandaluyong_Science_High_School.html,311,22,vincial Public Science High Schools</
wiki/City_of_Mandaluyong_Science_High_School.html,312,56,l_Sur_National_Science_High_School&am
wiki/City_of_Mandaluyong_Science_High_School.html,312,150,l Sur National Science High School (p
wiki/City_of_Mandaluyong_Science_High_School.html,313,32,"i/Angeles_City_Science_High_School"" t"
wiki/City_of_Mandaluyong_Science_High_School.html,313,73,"=""Angeles City Science High School"">A"
wiki/City_of_Mandaluyong_Science_High_School.html,314,35,"urora_National_Science_High_School"" t"
wiki/City_of_Mandaluyong_Science_High_School.html,314,79,"urora National Science High School"">A"
wiki/City_of_Mandaluyong_Science_High_School.html,317,38,"_City_National_Science_High_School"" t"
wiki/City_of_Mandaluyong_Science_High_School.html,317,85," City National Science High School"">B"
wiki/City_of_Mandaluyong_Science_High_School.html,318,54,nfort_National_Science_High_School&am
wiki/City_of_Mandaluyong_Science_High_School.html,318,146,nfort National Science High School (p
wiki/City_of_Mandaluyong_Science_High_School.html,319,36,"tanes_National_Science_High_School"" t"
wiki/City_of_Mandaluyong_Science_High_School.html,319,81,"tanes National Science High School"">B"
